Time_since_start   Raw_Temperature   Temperature   Temperature_2   Raw_Applied_Field   Applied_Field   Field_Angle   Raw_Applied_Field_For_Plot_   Applied_Field_For_Plot_   Raw_Signal_Mx   Raw_Signal_My   Signal_X_direction   Signal_Y_direction      
1.053700E+1   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   6.366550E-3   6.366550E-3   -9.921549E-1   0.000000E+0   -9.879417E-4   2.109507E-6   
1.910200E+1   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.001209E+1   1.001209E+1   1.405551E+1   0.000000E+0   1.406113E-2   2.106893E-6   
2.741800E+1   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.001227E+1   2.001227E+1   2.913616E+1   3.307180E-1   2.914318E-2   4.682479E-4   
3.574500E+1   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   3.001647E+1   3.001647E+1   4.431614E+1   4.960757E-1   4.432457E-2   7.013153E-4   
4.430900E+1   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   4.001272E+1   4.001272E+1   5.952904E+1   8.267929E-1   5.953887E-2   1.167455E-3   
5.262400E+1   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   5.001692E+1   5.001692E+1   7.474193E+1   9.921549E-1   7.475318E-2   1.400529E-3   
6.094000E+1   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   6.001549E+1   6.001549E+1   8.995560E+1   1.157508E+0   8.996826E-2   1.633590E-3   
6.925600E+1   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   7.001790E+1   7.001790E+1   1.051680E+2   1.322870E+0   1.051820E-1   1.866663E-3   
7.757200E+1   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   8.001907E+1   8.001907E+1   1.205459E+2   1.653586E+0   1.205614E-1   2.332801E-3   
8.588800E+1   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   9.001817E+1   9.001817E+1   1.357592E+2   1.818948E+0   1.357761E-1   2.565874E-3   
9.445400E+1   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.000161E+2   1.000161E+2   1.509724E+2   2.149655E+0   1.509907E-1   3.031999E-3   
1.051890E+2   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.499638E+2   1.499638E+2   2.276983E+2   3.141818E+0   2.277237E-1   4.430430E-3   
1.126500E+2   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.000197E+2   2.000197E+2   3.040940E+2   4.133956E+0   3.041265E-1   5.828825E-3   
