Time_since_start   Raw_Temperature   Temperature   Temperature_2   Raw_Applied_Field   Applied_Field   Field_Angle   Raw_Applied_Field_For_Plot_   Applied_Field_For_Plot_   Raw_Signal_Mx   Signal_X_direction      
1.072884E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -2.299758E+3   -2.299758E+3   -1.176068E+2   -1.178870E-1   
1.079825E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -2.199825E+3   -2.199825E+3   -1.175459E+2   -1.178198E-1   
1.086767E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -2.099928E+3   -2.099928E+3   -1.174645E+2   -1.177322E-1   
1.093710E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.999817E+3   -1.999817E+3   -1.173720E+2   -1.176333E-1   
1.100654E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.899848E+3   -1.899848E+3   -1.172700E+2   -1.175250E-1   
1.107596E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.799898E+3   -1.799898E+3   -1.171578E+2   -1.174064E-1   
1.114538E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.699732E+3   -1.699732E+3   -1.170147E+2   -1.172569E-1   
1.121479E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.599782E+3   -1.599782E+3   -1.168613E+2   -1.170972E-1   
1.128419E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.499795E+3   -1.499795E+3   -1.166779E+2   -1.169074E-1   
1.135361E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.399881E+3   -1.399881E+3   -1.164710E+2   -1.166941E-1   
1.142305E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.299894E+3   -1.299894E+3   -1.162075E+2   -1.164240E-1   
1.149247E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.199944E+3   -1.199944E+3   -1.159015E+2   -1.161115E-1   
1.156191E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.099939E+3   -1.099939E+3   -1.155255E+2   -1.157289E-1   
1.163132E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -9.997563E+2   -9.997563E+2   -1.150738E+2   -1.152703E-1   
1.170601E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -9.498615E+2   -9.498615E+2   -1.147896E+2   -1.149828E-1   
1.177543E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -8.998951E+2   -8.998951E+2   -1.144919E+2   -1.146816E-1   
1.184485E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -8.498751E+2   -8.498751E+2   -1.141543E+2   -1.143405E-1   
1.191433E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -7.999088E+2   -7.999088E+2   -1.137661E+2   -1.139487E-1   
1.198337E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -7.498709E+2   -7.498709E+2   -1.133233E+2   -1.135023E-1   
1.205279E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -7.000118E+2   -7.000118E+2   -1.128261E+2   -1.130014E-1   
1.212222E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -6.497593E+2   -6.497593E+2   -1.122546E+2   -1.124260E-1   
1.219171E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -5.998645E+2   -5.998645E+2   -1.116007E+2   -1.117683E-1   
1.226113E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -5.498087E+2   -5.498087E+2   -1.108347E+2   -1.109982E-1   
1.233076E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -4.997887E+2   -4.997887E+2   -1.099255E+2   -1.100849E-1   
1.240021E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -4.499476E+2   -4.499476E+2   -1.088609E+2   -1.090159E-1   
1.246968E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -3.998918E+2   -3.998918E+2   -1.075759E+2   -1.077262E-1   
1.253912E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -3.499433E+2   -3.499433E+2   -1.060005E+2   -1.061459E-1   
1.260853E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -2.997445E+2   -2.997445E+2   -1.040111E+2   -1.041510E-1   
1.267793E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -2.497245E+2   -2.497245E+2   -1.014731E+2   -1.016068E-1   
1.274735E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.997581E+2   -1.997581E+2   -9.806592E+1   -9.819240E-2   
1.281679E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.497739E+2   -1.497739E+2   -9.329759E+1   -9.341521E-2   
1.288621E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -9.998636E+1   -9.998636E+1   -8.614466E+1   -8.625057E-2   
1.295984E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -8.973914E+1   -8.973914E+1   -8.428339E+1   -8.438642E-2   
1.302825E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -7.988536E+1   -7.988536E+1   -8.220127E+1   -8.230117E-2   
1.309672E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -7.001370E+1   -7.001370E+1   -7.983133E+1   -7.992776E-2   
1.316570E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -5.974860E+1   -5.974860E+1   -7.707329E+1   -7.716576E-2   
1.323362E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -4.998424E+1   -4.998424E+1   -7.399855E+1   -7.408669E-2   
1.330218E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -3.993374E+1   -3.993374E+1   -7.030066E+1   -7.038372E-2   
1.337015E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -2.981171E+1   -2.981171E+1   -6.597971E+1   -6.605693E-2   
1.343856E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.977909E+1   -1.977909E+1   -6.071892E+1   -6.078917E-2   
1.350697E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -9.782246E+0   -9.782246E+0   -5.424251E+1   -5.430433E-2   
1.357538E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   -1.788340E-2   -1.788340E-2   -4.558015E+1   -4.563090E-2   
1.364377E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.017568E+1   1.017568E+1   -2.915609E+1   -2.918639E-2   
1.371140E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.995793E+1   1.995793E+1   -1.036838E+1   -1.037539E-2   
1.377981E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   3.018726E+1   3.018726E+1   8.905574E+0   8.922457E-3   
1.384822E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   4.000527E+1   4.000527E+1   2.671264E+1   2.675163E-2   
1.391662E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   5.021672E+1   5.021672E+1   4.280163E+1   4.286067E-2   
1.398503E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   5.999897E+1   5.999897E+1   5.469196E+1   5.476596E-2   
1.405297E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   7.008523E+1   7.008523E+1   6.378755E+1   6.387314E-2   
1.412140E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   8.002843E+1   8.002843E+1   7.031085E+1   7.040494E-2   
1.418983E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   9.007893E+1   9.007893E+1   7.506502E+1   7.516546E-2   
1.425824E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.002546E+2   1.002546E+2   7.883029E+1   7.893591E-2   
1.433289E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.501673E+2   1.501673E+2   9.016954E+1   9.029195E-2   
1.440240E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.001694E+2   2.001694E+2   9.637011E+1   9.650309E-2   
1.447184E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.500464E+2   2.500464E+2   1.003950E+2   1.005359E-1   
1.454125E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   3.001021E+2   3.001021E+2   1.032750E+2   1.034226E-1   
1.461067E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   3.503010E+2   3.503010E+2   1.054507E+2   1.056040E-1   
1.468008E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   4.003210E+2   4.003210E+2   1.071568E+2   1.073152E-1   
1.474966E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   4.502158E+2   4.502158E+2   1.085159E+2   1.086790E-1   
1.481858E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   5.002000E+2   5.002000E+2   1.096598E+2   1.098275E-1   
1.488798E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   5.502022E+2   5.502022E+2   1.105999E+2   1.107717E-1   
1.495739E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   6.001506E+2   6.001506E+2   1.114062E+2   1.115821E-1   
1.502690E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   6.501885E+2   6.501885E+2   1.120991E+2   1.122790E-1   
1.509630E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   7.001370E+2   7.001370E+2   1.126839E+2   1.128675E-1   
1.516571E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   7.502285E+2   7.502285E+2   1.132081E+2   1.133955E-1   
1.523512E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   8.001055E+2   8.001055E+2   1.136642E+2   1.138552E-1   
1.530453E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   8.502328E+2   8.502328E+2   1.140585E+2   1.142531E-1   
1.537396E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   9.001812E+2   9.001812E+2   1.144097E+2   1.146078E-1   
1.544357E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   9.500939E+2   9.500939E+2   1.147267E+2   1.149283E-1   
1.551307E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.000096E+3   1.000096E+3   1.149965E+2   1.152015E-1   
1.558773E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.100208E+3   1.100208E+3   1.154743E+2   1.156861E-1   
1.565729E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.200122E+3   1.200122E+3   1.158542E+2   1.160727E-1   
1.572671E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.300180E+3   1.300180E+3   1.161672E+2   1.163922E-1   
1.579615E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.400363E+3   1.400363E+3   1.164301E+2   1.166616E-1   
1.586557E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.500296E+3   1.500296E+3   1.166573E+2   1.168954E-1   
1.593494E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.600247E+3   1.600247E+3   1.168304E+2   1.170749E-1   
1.600452E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.700090E+3   1.700090E+3   1.169982E+2   1.172490E-1   
1.607402E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.800362E+3   1.800362E+3   1.171372E+2   1.173944E-1   
1.614343E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   1.900242E+3   1.900242E+3   1.172536E+2   1.175171E-1   
1.621290E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.000264E+3   2.000264E+3   1.173617E+2   1.176316E-1   
1.628180E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.100125E+3   2.100125E+3   1.174543E+2   1.177304E-1   
1.635136E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.200165E+3   2.200165E+3   1.175357E+2   1.178181E-1   
1.642076E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.300133E+3   2.300133E+3   1.176068E+2   1.178955E-1   
1.649019E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.400120E+3   2.400120E+3   1.176685E+2   1.179635E-1   
1.655985E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.500267E+3   2.500267E+3   1.177199E+2   1.180212E-1   
1.662845E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.600128E+3   2.600128E+3   1.177622E+2   1.180697E-1   
1.669801E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.700150E+3   2.700150E+3   1.178116E+2   1.181253E-1   
1.676744E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.800333E+3   2.800333E+3   1.178527E+2   1.181727E-1   
1.683686E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   2.900302E+3   2.900302E+3   1.178827E+2   1.182089E-1   
1.690629E+3   -2.731500E+2   -2.731500E+2   -2.731500E+2   0.000000E+0   0.000000E+0   0.000000E+0   3.000217E+3   3.000217E+3   1.179136E+2   1.182460E-1   
